time,user_name,user_color,message
1802,pora,,"La kinli"
1802,booonche,#0000FF,"@elchaneky PPP=Puro Pinche Pio"
1802,marcasfont,#FF0000,"buyeeeeeeeersss a ganaaaaaaaaaaaar"
1803,tu_p4pi_69,#1E90FF,"Temprano desde bien despierto PPP"
1803,dios_griego2023,,"PURO PINCHE PIO (PPP)"
1804,ronrey23,#FF4500,"PPP"
1804,gumecasu,,"leak"
1804,dmarshall90,#FF0000,"Ppp"
1805,xxmamutgamer,,"Buyer salva el futbol"
1805,kuroikenshi_456,,"Vamos Buyeeeeeeeer"
1806,javiaguilera19,#FF0000,"A por todas Buyer"
1806,espera27t,#FF00BB,"y el electrico??"
1807,rivaldoors06,#00FF7F,"estaba al revez la carta no?"
1807,diego_cabrera_herrera,,"Turner titular"
1807,aarondexter16,#00FF7F,"!horarios"
1808,leyrelop,,"pobre rivers, está dormida, pero no me extraña si ahí son las 8 de la mañana"
1808,p1nkiie,#FF69B4,"PIO PIO PIO PURO PINCHE PIO"
1808,gabrieladrianv,#FF0000,"Buenos días, tardes noches"
1809,hugocrack235,,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
1810,lnino_gg,#00FF7F,"Vamoooos pioooo victor1022Ultra victor1022Ultra victor1022Ultra"
1811,ariiadna_,#FF7F50,"vmos buyeeeeeeer"
1811,kevintgw,#FF0000,"kleagueEscudo kleagueLogo kleagueLogo kleagueLogo"
1811,godway35,#00FF7F,"kleaguePio kleaguePio kleaguePio kleaguePio kleaguePio"
1811,elchaneky,#D2691E,"@sergio25122001 buyer gana 5-2"
1812,ikers7to68,#DAA520,"<3"
1812,xxmamutgamer,,"kleaguePeepoXbuyers kleaguePeepoXbuyers kleaguePeepoXbuyers kleaguePeepoXbuyers kleagueXbuyer kleagueXbuyer kleagueXbuyer kleagueXbuyer kleagueXbuyer"
1812,mbenguedr,,"@Sr_Chocolat Sergio Ferra?"
1812,sirdadits,#0000FF,"Puro pinche xbuyer"
1812,datamate1989,,"datamate1989 subscribed with Prime. "
1812,lucasedge_,#008000,"PPP = puro pinche pio"
1814,dimas5705,,"Jijantes league"
1814,cruzzhpcco,,"Pollo blanco vs pollo amarillo"
1815,kuroikenshi_456,,"XB XB XB XB XB"
1816,prab179,#FF0000,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
1816,qbarbaridadcomohahechoeso,,"no juega capi"
1816,mersetk,#B22222,"@raixen_ los ads entran de forma aleatoria, si tienes suerte no ves, y al haber 3millones quiza sea mas facil que no te toquen"
1816,valensi009,#FF0000,"kleagueQueensLogo kleagueQueensLogo kleagueQueensLogo kleagueQueensLogo"
1816,begapunk,,"como van ambos en la tabla en puntos?"
1818,eldodze,#B22222,"@istjulia22 gracias 👍"
1819,moobot,#54BC75," kleagueLogo CAMISETAS OFICIALES EN: https://store.kingsleague.pro"
1819,kudaiberguensol,,"Puro pinche pío"
1819,sr_chocolat,#FF00D0,"@mbenguedr le toca comentar laliga hoy"
1821,invocadorjibu,#FF0000,"Rivers esta como HypeSleep HypeSleep HypeSleep HypeSleep"
1821,stephvaleada,,"@javierotop es el primero"
1822,antoniorb79,,"Buenas tardes"
1823,wrocbar,,"xbuyer fácil"
1823,vipppppppppptor,#B22222,"quien esta jugando?"
1824,melisilva17,,"Pioooooo"
1825,godway35,#00FF7F,"kleagueRivers kleagueRivers kleagueRivers kleagueRivers"
1825,loyalty_m,,"Pío salva la caprichosa"
1825,delwinc99,,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
1825,chuchedulce,#DAA520,"Xbuyer va con todo"
1826,medineti4,,"!horario"
1826,rivaldoors06,#00FF7F,"Pio tiene Penal"
1827,ivan37m,,"Pp"
1827,estostarico,#8A2BE2,"Squid1 Squid2 Squid3 Squid2 Squid4"
1828,saiidos,,"se esta muriendo"
1829,matias1221m,#FF7F50,"Mm"
1829,anfelii_flv,,"pioooooo"
1830,lucascdm10,#FF4500,"1 de 8 xdxd"
1830,lags_bla,#1E90FF,"Vamos turneeer"
1830,albertpgc,#0000FF,"@javierotop este es el primero"
1831,donvitta,,"PPP"
1831,nerikespl38,,"vammos x bater"
1831,epicmje,,"FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall"
1832,zorojuro123,,"!horario"
1832,albertoarroyoaa,#9ACD32,"esto ee como el basket"
1832,moobot,#54BC75," Simyo es más fácil que tener a un cactus por mascota. Tú haces tu propia tarifa: solo fibra, solo móvil o ambos, de prepago o de contrato, añades líneas adicionales, pones límites de consumo… Así, sí: https://bit.ly/3WJHXPl"
1835,vizc4cha,#8A2BE2,"POLICE"
1835,vanemayorga3,,"PURO PINCHE PIO"
1836,marta9bcn,,"Pobre turner, le podrían dar algún minuto"
1836,pablisky845,#008000,"@Sr_Chocolat es el primer partido cierto?"
1840,sr_chocolat,#FF00D0,"@pablisky845 eso es"
1841,godway35,#00FF7F,"VAMOOOOOOS"
1841,l_u_i_s__cb,,"l_u_i_s__cb subscribed at Tier 1. They've subscribed for 3 months! "
1841,futuregm100,#0000FF,"Puro pinche Pio kleagueRivers kleagueRivers kleagueRivers kleagueRivers kleagueRivers"
1841,pudgesor,#FF0000,"alert"
1841,lo_oriolet,#FFEF00,"VOTA PPP"
1841,memento_10,#00ECFF,"Vamossssssssssss"
1843,jaguarrr90,,"fallecio el relato"
1844,pabloangel25,#FF0000,"Vamos pio"
1845,laertes_5,#0000FF,"uy"
1845,elrinconalbiazul,#0000FF,"buenas tardes mods y chat, animo a los mods que tienen mucha paciencia aguantando tantas cosas por aqui"
1846,kuroikenshi_456,,"Buyer buyer buyer"
1846,sam_alo,,"Pollos!"
1846,dravick,,"Vsmoooos PPP"
1847,helverduler0,#00FF7F,"VAMOS PUI+"
1849,eldodze,#B22222,"ppppm"
1849,j0s3_415,,"Vamos Xbuyer"
1850,pedro152425,#FF4500,"buenas chat buenas mods"
1850,moobot,#54BC75," ⚔️ ¡Sigue a FLOKI en Twitch: https://twitch.tv/officialfloki, una marca de criptomonedas reconocida por más de 3000 millones de personas! ⚔️ https://www.floki.com/"
1850,lenawon,,"Se viene la maldición de los MVP y goleada a Xbuyer?"
1851,isupu012,,"!horario"
1851,004hugo,#1E90FF,"puro pinche piooo siuuu"
1853,sr_chocolat,#FF00D0,"@elrinconalbiazul <3"
1853,elseba05_xd,,"Puro pinche pio"
1855,zorojuro123,,"!calendario"
1856,banksy______,#8A2BE2,"la que le ha metido tu"
1856,albertpgc,#0000FF,"Vamos buyers"
1858,dios_griego2023,,"AQUI LLEGO LA TRIPLE P!!!!!!!!!!"
1858,yasnieracuna,,"Hoy no está ferra"
1858,laclauu_45,#FF0000,"PPP"
1860,southnoice,#FF0000,"Como ya cayó hulk jajaja"
1860,pablisky845,#008000,"@pablisky845 gracias hermano x responder<3"
1860,moobot,#54BC75," kleagueQueensLogo Twitter: https://twitter.com/QueensLeague | Instagram: https://www.instagram.com/queensleague | TikTok: https://www.tiktok.com/@queensleague | YouTube: https://www.youtube.com/@KingsLeagueOfficial"
1862,j0s3_415,,"XB"
1866,wrocbar,,"@marta9bcn está jugando con Jay a las cartas"
1867,nico17ar,#00FF7F,"Buen día chat"
1867,david_bfmv_,#00FF7F,"la kinli ibaiLando la kinli ibaiLando la kinli ibaiLando"
1870,pereziita,#00FF7F,"PP"
1870,j0s3_415,,"kleagueLogo kleagueLogo kleagueLogo"
1870,7zergio_,#1E90FF,"Q partidos hay hoy"
1872,rebelv_,,"Los buyer ganan con ganas"
1872,godway35,#00FF7F,"kleaguePio kleagueXbuyer kleagueRivers kleagueXbuyers"
1874,sr_chocolat,#FF00D0,"kleagueLogo Comparte el directo dando un RT: https://twitter.com/KingsLeague/status/1662817438323417089"
1874,toniolive12,#0000FF,"cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh cmonBruh imGlitch imGlitch imGlitch imGlitch imGlitch imGlitch imGlitch imGlitch imGlitch imGlitch imGlitch imGlitch Squid4 Squid4 Squid4 Squid4 Squid4 Squid4 Squid4 Squid4 Squid4 Squid4 Squid4 Squid4 Squid4 Squid4"
1874,fernandolobojimenez,,"Puro pinche pio"
1875,bigaro21,#0000FF,"icpm icpm icpm icpm icpm"
1876,bassman_play,#FF0000,"Donde se puede ver el directo de los xbuyer?"
1876,bypixesp,#5F9EA0,"corvo era del xbuyer team de futbol sala chat?"
1877,pereziita,#00FF7F,"PPP daaaaale"
1878,migueelbm3,,"Hulk está fuera del partido ya,,,"
1878,julanlop,,"@lenawon se viene la mufada? Jajaja"
1879,raixen_,#C7BCFF,"@mersetk pues me tocó la loteria por una vez xd, aer si la suerte nos acompaña este año, q como me fastidien un puño de dragon, creo una funa anti twitc+"
1879,moobot,#54BC75," kleagueLogo CAMISETAS OFICIALES EN: https://store.kingsleague.pro"
1879,sergio25122001,,"porque buyer no tiene arma"
1879,e_n_n_c,#0000FF,"7 am chat"
1881,sr_chocolat,#FF00D0,"kleagueLogo Comparte el directo dando un RT: https://twitter.com/KingsLeague/status/1662817438323417089"
1881,gonzaloperea___,,"El arma secreta de buyer?"
1881,thulerius,#00FFD5,"yo HOY NO VOTO..que les dén a los POLITICOS"
1881,sr_chocolat,#FF00D0,"kleagueLogo Comparte el directo dando un RT: https://twitter.com/KingsLeague/status/1662817438323417089"
1882,sr_chocolat,#FF00D0,"kleagueLogo Comparte el directo dando un RT: https://twitter.com/KingsLeague/status/1662817438323417089"
1882,ikuztas,#00FF7F,"GlitchCat"
1882,tu_p4pi_69,#1E90FF,"zi"
1883,thegamers2yt,#00FF7F,"porque los buyer no toene carta?"
1883,antonioblue30,#0000FF,"PPP"
1883,brac017,,"P🐥P🐥P🐥"
1883,ioslo3121,#FF0000,"la kinli ibaiLando la kinli ibaiLando la kinli ibaiLando"
1883,javipastaff,#5F9EA0,"Hay comentarista nuevo?"
1884,yasnieracuna,,"Queremos a ferra BibleThump"
1884,interpol_argentina,#DAA520,"soli que ? ajuasjas"
1885,sergiolq,#FF0000,"la 33 es como la 2 de jijantes, nunca llegará"
1885,escobaar22,#8A2BE2,"normal que le llamen hulk, vaya bicho"
1885,coke050,,"BAILA VINI BAILA"
1885,helen_duran,#5F9EA0,"PPP"
1885,sofia_urameshi,#DAA520,"buenos dias"
1886,oscrrrr_,#8A2BE2,"oscrrrr_ subscribed with Prime. "
1887,angelestiial,#1E90FF,"PIOOOOOOOO VAMOA"
1887,eestefanyv,#B22222,"Ppp"
1887,teo_wn1313,#FF4500,"la kinli ibaiLando la kinli ibaiLando la kinli ibaiLando"
1888,diabla_99,#FF69B4,"PURO PINCHE PIOOO"
1889,ikuztas,#00FF7F,"ppp"
1889,aarturito011,#008000,"@bassman_play en yt"
1889,m4nuxdddd,#1E90FF,"y la carta de los buyer"
1891,llerec,,"horarios!"
1892,davidleal1009,#FDD500,"kleagueRivers kleagueRivers kleagueRivers kleagueRivers kleagueRivers kleagueRivers kleagueRivers kleagueRivers kleagueRivers kleagueRivers kleagueRivers"
1893,moobot,#54BC75," Dale a seguir a nuestra playlist: https://spotify.link/Spotify-UltimateMostoles"
1893,natycas2710,,"Siempre para ver a Pio"
1893,tommy454,,"Gracias pai"
1893,gibranglez01,,"🇲🇽🇲🇽🇲🇽🇲🇽"
1894,martin_gbee,#5F9EA0,"kleaguePio kleaguePio kleaguePio kleaguePio"
1894,saya_pink123,#00FF7F,"Apenas empieza el partido?"
1894,haroldrico13,,"Estoy dormido 🥱🥱🥱🥱🥱🥱"
1895,ger_lagos,,"que hora es en México?"
1895,glvcarlos21,,"Youtube"
1895,andres20360,#0000FF,"PPP"
1895,eeddg4r,#DAA520,"Las 8 am"
1896,nixon2410,#FF0000,"@sr_chocolat buenos días desde Colombia"
1896,goelh,#9ACD32,"!horariokings"
1896,moobot,#54BC75,"@goelh Horarios de la 4ª jornada de la Kings League InfoJobs: 16h: kleagueXbuyer vs. kleaguePio | 17h: kleagueJijantes vs. kleagueLostroncos | 18h: kleagueUltimatemostoles vs. kleaguePorcinos | 19h: kleagueElbarrio vs. kleague1k | 20h: kleagueRayodebarcelona vs. kleagueSaiyans | 21h: kleagueKunisports vs. kleagueAniquiladores"
1897,abrahameav,#008000,"🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽"
1897,varobea5,,"Aquí estamos PPP"
1897,bryangameplayz,#FF69B4,"Puro Pinche Piooo!!!!"
1898,byponii,,"PPP"
1898,blade42761,#0000FF,"<3"
1899,pokerjr28,#FF4500,"Boli Kappa Kappa Kappa"
1899,tommy454,,"Buenos días"
1900,prab179,#FF0000,"ojito el gol"
1900,sr_chocolat,#FF00D0,"@nixon2410 buenas!"
1902,dexko900,#FF69B4,"PPP"
1902,yeipzt,,"Puro pinche pío… aquí apoyando a la patrona"
1902,pablisky845,#008000,"UUUUUUUU"
1902,erikllerena1,#1E90FF,"xdxd"
1903,stevenjs,#FF7F50,"Son las 9am tampoco se hizo mucho esfuerzo pa despertarnos XD"
1903,xxcarlosxx270820,#00FF7F,"Desde las puras 8 despierto"
1903,theestebanllerena,,"Pongan los horarios ;)"
1904,jojo__86,#8A2BE2,"Vamooo pioo"
1905,thearmer7,,"Pero si lopo no ha tirao una falta en su vida jajajaja q hace??"
1906,damisan456,,"en uruguay no es tanto, son las 11"
1906,osvaldotylerr,,"Dormido"
1907,coronacalvo_,,"Aquí en ecuador son las 9, siempre acompañando la jornada completa"
1907,pelleeet,#FF0000,"porque no juega capi??"
1907,cricardo07,#0000FF,"Puro pinche PIO"
1907,uririzo,#9ACD32,"Puro pío antes Pío que checo Pérez 🙌🏻💪🏻"
1908,ferchocesar10,#FF0000,"ppp"
1908,notvdachi,#FF4500,"🇲🇽 kleaguePio 🇲🇽 kleaguePio🇲🇽"
1909,pudgesor,#FF0000,"@7zergio_ TODOS LOS PARTIDOS FeelsDankMan"
1909,natycas2710,,"PPP"
1909,andreisito11,,"Gracias a imantado ahora se llama la kinli la kinli la kinli"
1910,djpabloooku_5,#FF0000,"y capi?"
1910,matugg,#00FF7F,"@ger_lagos 8 am"
1910,moobot,#54BC75,"Tu squad de domingo: McDelivery, Uber Eats y nuestro nuevo pack"
1911,oscaren_7,#1E90FF,"ee cambiaron la pared"
1911,theyanu08,#00FF7F,"han cambiado las pare4des?"
1912,geeryy_1010,,"i capi?"
1912,francisco1032489,,"Capi???"
1912,untintled,,"porque esta negra la lona"
1913,sguaychap01,,"y capi?"
1914,moha0529,,"y capi?"
1915,ninjathai13,,"@ger_lagos 8 am"
1918,whit_loppin,#9ACD32,"PPP"
1918,aykov_313,#00FF7F,"Fondo negro?"
1918,veintiseisss,#008000,"kin li y el nano EZ SmokeTime"
1918,weird0_z,#FF0000,"PURO PICHE ANIQUILADORES"
1918,tedecc,#008000,"Roger carbó es dios en la barrera, ni se inmuta jajajajaaja"
1919,dabisinhoo,,"Se ve peor con ese fondo"
1920,cesarr_schzz5,,"Y capi?"
1921,omar3182,,"Ppp"
1922,moha0529,,"Y CAPI?"
1923,kevinmendozadjjc,,"Mostoles🖤🦁"
1924,sr_chocolat,#FF00D0,"@samusaezz hey!!"
1924,abrahameav,#008000,"🇲🇽🇲🇽🇲🇽"
1924,alankpo_064,,"! horario"
1927,davidleal1009,#FDD500,"kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio"
1927,juani_ga,,"Yabiiiii"
1927,oscaren_7,#1E90FF,"lona negra"
1928,thulerius,#00FFD5,"Enlace pls HORARIOS pls"
1929,diegoo__1899,,"Wooooool"
1929,abrahameav,#008000,"🇲🇽🇲🇽"
1929,etxorralarga,,"ROGE CARBO EL AMPUTRADOR"
1930,xxcarlosxx270820,#00FF7F,"Puro pinche pío apoyando ala patrona kleaguePio kleaguePeepoPio"
1931,dvinasprat,,"Iepaliiiii"
1932,sergiitoom,#00FF7F,"Chat capi está de punta"
1932,djpabloooku_5,#FF0000,"capiii"
1933,luffy252,#B22222,"es el primer partido?!"
1934,cruzito2011,#1E90FF,"rivers41Pio rivers41Pio rivers41Pio rivers41Pio rivers41Pio"
1934,abrahameav,#008000,"🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽"
1936,pokerjr28,#FF4500,"@sr_chocolat Holi guapo LUL LUL"
1936,davidleal1009,#FDD500,"kleaguePio kleaguePio kleaguePio kleaguePio kleaguePio kleaguePio kleaguePio kleaguePio kleaguePio kleaguePio kleaguePio kleaguePio"
1936,daaniisg,,"Capi???"
1937,9aixz,#1E90FF,"7 anuncions wtf"
1937,aacalaveraa,#FF69B4,"Mostoletaaaa"
1937,sr_chocolat,#FF00D0,"@Thulerius !horariokings"
1938,moobot,#54BC75,"@Thulerius Horarios de la 4ª jornada de la Kings League InfoJobs: 16h: kleagueXbuyer vs. kleaguePio | 17h: kleagueJijantes vs. kleagueLostroncos | 18h: kleagueUltimatemostoles vs. kleaguePorcinos | 19h: kleagueElbarrio vs. kleague1k | 20h: kleagueRayodebarcelona vs. kleagueSaiyans | 21h: kleagueKunisports vs. kleagueAniquiladores"
1941,soy_travis,#0000FF,"Soy de honduras y soy xbuyer team"
1941,sr_chocolat,#FF00D0,"@pokerjr28 hola!"
1941,moobot,#54BC75," kleagueLogo CAMISETAS OFICIALES EN: https://store.kingsleague.pro"
1941,brokensurfer_,#FF0000,"Buenos dias @mods <3"
1943,bypixesp,#5F9EA0,"@Thearmer7 el otro dia metio una que les dio la win *creo*"
1945,ilu_canavar,#00FF7F,"rivers41Pio rivers41Pio rivers41Pio rivers41Pio"
1945,untintled,,"porque la lona negra??"
1946,bassman_play,#FF0000,"gracias"
1946,guille5814,,"Vamos pio"
1948,sr_chocolat,#FF00D0,"@BrokenSurfer_ hey!"
1948,ivanf93,#FF0000,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
1949,gabrieladrianv,#FF0000,"X bater y sus hermanos macarras que romperán hoy ??"
1950,djpabloooku_5,#FF0000,"capi dnde estas??"
1951,aykov_313,#00FF7F,"@sr_chocolat Estan de obras por eso el fondo negro?"
1951,aarturito011,#008000,"@9aixz bienvenido a twitch LUL"
1952,mrgregor69,,"Resultados"
1952,marioparamio,#FF0000,"Por que el fondo es negro chat?"
1953,moobot,#54BC75," Descubre simyo, una compañía de fibra y móvil donde vas a hacer lo que te dé la gana. Crea tu propia tarifa y cambia cuando quieras. Así, sí. https://bit.ly/3WJHXPl"
1953,juansitport,,"Que es esto Pio jugando a estas horas? Madre mía Piquetas"
1953,moobot,#54BC75,"No grites, @samusaezz"
1955,xxx_antonio08_xxx,,"Xbuyer va a ganar el partido y la kings leagep"
1956,agusbs2306,,"Y capi?"
1956,rocha_neitan14,#FF7F50,"Capi esta en banca"
1956,ruben14mazarias,#FF0000,"Jonai guay"
1960,sergi_ultimatemostoles,,"kleagueEscudo kleagueLogo kleagueQueensLogo kleagueEscudo kleagueLogo kleagueQueensLogo kleagueEscudo kleagueLogo kleagueEscudo kleagueQueensLogo kleagueLogo kleagueEscudo kleagueQueensLogo kleagueLogo kleagueLogo kleagueEscudo kleagueQueensLogo kleagueEscudo kleagueLogo kleagueLogo kleagueEscudo kleagueQueensLogo kleagueEscudo kleagueLogo kleagueEscudo kleagueQueensLogo kleagueLogo kleagueEscudo kleagueQueensLogo kleagueEscudo kleagueEscudo kleagueQueensLogo kleagueEscudo"
1961,julio_osuna_88,,"vamos! puro Pinche PIO."
1962,brubupe_,#0000FF,"Balón"
1962,nuria_peragon,#FF69B4,"cuál ha sido el arma de los buyers????"
1962,ceci_pl,#5F9EA0,"Vamos PIO!!!!!!"
1963,thulerius,#00FFD5,"@Thulerius gracias amigos/As"
1963,sr_chocolat,#FF00D0,"@aykov_313 diría que lo van a dejar así para que se vea mejor el cesped"
1963,pablitoklk1,#FF0000,"Hay 2 Dani Pérez y recién me doy cuenta KEKW"
1965,sergioc6__,,"Y la tarjeta?"
1967,davidleal1009,#FDD500,"kleagueRivers kleaguePio kleaguePeepoPio kleagueRivers kleaguePio kleaguePeepoPio kleagueRivers kleaguePio kleaguePeepoPio"
1972,damisan456,,"@Thulerius el enlace es kingsleague.pro"
1972,theyanu08,#00FF7F,"!calendario"
1972,moobot,#54BC75," ENTRA EN EL TWITTER DE GREFUSA Y GANA LOTAZOS: https://twitter.com/grefusa"
1973,3ng3l05,#1E90FF,"VAMOS XBUYEEEEEEEEEEEEEEEEEEEEEEER"
1973,camila_24,#DAA520,"@Sr_Chocolat Hola, es el primer partido :b?"
1973,natycas2710,,"Vamos pio"
1974,bypixesp,#5F9EA0,"@9aixz bienvenido a la pique league"
1974,ramses_hdz,,"ramses_hdz subscribed at Tier 1. "
1975,qbarbaridadcomohahechoeso,,"porque capi esta en el banquillo?"
1975,nox_khada,#9ACD32,"PepoPopcorn peepoCoffee PepoPopcorn"
1975,ninjathai13,,"@untintled SE ESTA REMODELANDO Y NUEVO SPONSOR"
1976,denisdt25,,"Por qué no juega Capi?"
1976,susiiprofe,#2E8B57,"@rocha_neitan14 Por que?"
1976,juansitport,,"En LATAM nos estamos despertando xd"
1976,aina_gaez,#9ACD32,"Hay humo?"
1977,memento_10,#00ECFF,"Vamos kleaguePio"
1977,guillemm221983,,"Xxxxxx buyerrrrrrr"
1977,sr_chocolat,#FF00D0,"@camila_24 así es"
1979,andres20360,#0000FF,"PPP"
1980,lapelucadezeling,#5F9EA0,"hicieron madrugar a la rivis"
1981,dalton_50,#FF4500,"Purp pinche piooooooo"
1981,mik3lodi0n,#AC2AAF,"god la realizacion"
1982,pabloopalmerr,#1E90FF,"kleagueEscudo kleagueLogo kleagueLogo kleagueLogo"
1983,moobot,#54BC75," ¡Síguenos en nuestras redes para tener acceso a contenido exclusivo de la liga y participar en SORTEOS! Instagram: www.instagram.com/Kingsleague | Twitter: www.twitter.com/kingsleague | TikTok: https://www.tiktok.com/@kingsleague | YouTube: https://www.youtube.com/@KingsLeagueOfficial"
1983,fernandolobojimenez,,"@sr_chocolat  saludas?"
1984,aviarioandree,#DAA520,"kleagueRivers kleaguePio kleaguePeepoPio kleagueRivers kleaguePio kleaguePeepoPio kleagueRivers kleaguePio kleaguePeepoPio"
1986,leito_1010,,"kleagueEscudo kleagueEscudo"
1986,pokerjr28,#FF4500,"Nada de gayge corner , it is what it is."
1987,varobea5,,"en USA son las 9"
1987,adriano_0986,,"¡horarioskings"
1989,pedro152425,#FF4500,"Sr_Chocolat como esta el mod tio bueno? Kappa"
1990,sr_chocolat,#FF00D0,"@fernandolobojimenez hola fernando"
1990,mcemi13,#8A2BE2,"FootYellow FootYellow FootYellow"
1990,anfelii_flv,,"ppp"
1991,thulerius,#00FFD5,"@Thulerius gracias amigo/a"
1991,pokerjr28,#FF4500,"LUL LUL LUL"
1993,engelaguilar,#1E90FF,"ay flojito"
1993,karla_kun15123,,"!horarios"
1994,prab179,#FF0000,"uff que arcero"
1995,sr_chocolat,#FF00D0,"@Pedro152425 cómo? :O"
1995,pooc_gg,#00FF7F,"VAMOS PPP"
1995,aykov_313,#00FF7F,"@sr_chocolat Poes queda bien asi"
1996,9aixz,#1E90FF,"La primera vez que veo tantos, he llegado a ver 4 pero 7-8 me parecen excesivos me he perdido 2mins de partido"
1998,victor321221,,"Vamos kleagueEscudo"
1998,winston1g,,"bu ne aw"
1999,nox_khada,#9ACD32,"@juansitport con el cafecito en mano peepoCoffee"
2000,sergio25122001,,"FootGoal"
2000,markmecz,,"Viva España"
2000,raixen_,#C7BCFF,"q juega brasil vs juve?"
2003,bypixesp,#5F9EA0,"madre mihola mods"
2003,moobot,#54BC75," kleagueLogo CAMISETAS OFICIALES EN: https://store.kingsleague.pro"
2004,logit0,,"kleagueLogo kleagueLogo"
2004,pooc_gg,#00FF7F,"rivers41Pio rivers41Pio rivers41Pio"
2005,nuria_peragon,#FF69B4,"ne podéis decir cuál ha sido el arma de los buyers???"
2007,jeferaly7,#0000FF,"En Perú son las 9"
2007,jordi1311mg,#1E90FF,"Esta lesionado Capi?"
2008,pedro152425,#FF4500,"@Pedro152425 ª"
2009,winston1g,,"GALATASARAYYYY"
2009,ruthgallego,,"@sr_chocolat que tal estás ? Guapo"
2010,mate16_,#B22222,"Puro pinche turner"
2010,bypixesp,#5F9EA0,"hola mods"
2012,davidmolano25,#FF4CF9,"No me extraña que le sacaran la roja a hulk si llevan 3 min y ya hay pi1ue"
2012,sr_chocolat,#FF00D0,"@bypixesp hey"
2016,eldodze,#B22222,"@Pedro152425 hola @Sr_Chocolat"
2016,moobot,#54BC75," ¡Acumula gigas a lo bestia! En simyo los gigas que te sobran se acumulan y puedes gastarlos hasta en 4 meses, para que tú decidas cómo y cuándo los usas. Así, sí. Mira cómo va: https://bit.ly/3WJHXPl"
2017,sr_chocolat,#FF00D0,"@ruthgallego todo bien :D"
2024,andres20360,#0000FF,"Roger carbowser"
2027,prab179,#FF0000,"el argentina son las 11"
2029,elcotufas,,"Aquí Miami son las 10"
2032,jordi1311mg,#1E90FF,"Alguien sabe si Capi está lesionado?"
2032,moobot,#54BC75,"40 minutti sin pedir McDe3livery son molto longo. Pide ahora."
2033,aarturito011,#008000,"@9aixz Cuando te pase así ten abierto el directo en youtube y así no te lo pierdes LUL"
2034,fredgamer92,#1E90FF,"kleagueQueensLogo kleagueEscudo kleagueQueensLogo kleagueEscudo auronRezar auronRezar auronRezar auronRezar kleagueQueensLogo kleagueEscudo kleagueQueensLogo"
2034,stylez9407,,"Me gustaba cuando iniciaban a las 10 am en latam"
2036,pablo_eleven,#DAA520,"@nuria_peragon no compraron carta"
2037,936867035,,"Puro pinche pio"
2038,ysma0118,,"Tiene mucha rotacion y es el primer partido que juega"
2039,lisandro04a,#0A544A,"Humooo"
2040,deusfabio19,#00FF7F,"No puede lo temprano que es"
2040,bypixesp,#5F9EA0,"un grande @Sr_Chocolat"
2040,nox_khada,#9ACD32,"En Ecuador las 9am"
2041,carlosmargon,,"@sr_chocolat Buen dia"
2042,jm_reve76,#008000,"PORFAVOR que alguien ponga los horarios en el chat"
2042,soyr1ot,#FF0000,"@sr_chocolat holaaa"
2042,misterplatanoo,#0000FF,"Va el audio descuadrado?"
2042,moobot,#54BC75," kleagueQueensLogo Toda la información de la Queens League Oysho en: https://queensleague.pro"
2043,andreaj_11,#FF0000,"Hola mods, que tal?"
2044,juansitport,,"@nox_khada literal, taza de café y kinli."
2046,sera21k1ng,#0000FF,"Xbuyer no tiene arma secreta?"
2046,pedro152425,#FF4500,"@Sr_Chocolat no habeis pensado en hacer predits de quien gana el partido?"
2049,gabrielff6997,,"Los buyer no hacen directo?"
2051,6_daniel_,,"Aquí Miami son las 10"
2051,marianisnanis,#FF69B4,"!horarios"
2051,prab179,#FF0000,"uffff"
2051,bypixesp,#5F9EA0,"que paradon"
2051,feska48,#8A2BE2,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
2052,ariiadna_,#FF7F50,"ay dio"
2052,aarturito011,#008000,"ufff"
2052,marcgrothe,#00FF7F,"marcgrothe subscribed with Prime. They've subscribed for 4 months! Calvoss"
2052,karla_kun15123,,"Uiii"
2053,engelaguilar,#1E90FF,"ay"
2053,10mariioo_,#1E90FF,"paradon"
2054,sera21k1ng,#0000FF,"San jorge"
2054,lmntrixaatt_angelo,#1E90FF,"Uff"
2054,christiancito_gg,#FF0000,"Paradón"
2054,e_n_n_c,#0000FF,"picante"
2055,juancho5031,#FF0000,"HAY VELILLAS"
