time,user_name,user_color,message
12274,rufino223,,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12274,hugo452252,,"DxCat DxCat"
12274,soyzeq,#8A2BE2,"zeq79Cheer100 zeq79100"
12274,xxicecub3xx,,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12275,naejma27,,"ibaiRobada ibaiRobada ibaiRobada ibaiRobada ibaiRobada ibaiRobada ibaiRobada ibaiRobada"
12275,elchachitto,#9ACD32,"PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp"
12276,the_danieanwi,#8A2BE2,"kleagueQueensLogo kleagueLogo kleagueEscudo kleagueLogo kleagueQueensLogo"
12276,soyrokev,#FF0000,"mushym5OhYeah mushym5OhYeah mushym5OhYeah mushym5OhYeah mushym5OhYeah"
12277,felixxitoo,#1E90FF,"LUL LUL LUL LUL LUL"
12277,crisfed,#FF0000,"ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando"
12278,angelmas24,,"ImTyping"
12278,moobot,#54BC75,"Tu squad de domingo: McDelivery, Uber Eats y nuestro nuevo pack"
12278,miguelxdp,#00FF7F,"RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp RyuChamp"
12279,elmauripai,#FF0000,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12280,gustavo14236,,"LUL LUL LUL LUL LUL LUL LUL LUL"
12280,kingkreay,#9700FF,"ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino"
12280,kthorce,#008000,"kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepo1K kleaguePeepo1K kleaguePeepo1K kleaguePeepo1K"
12280,slow04_,,"FallWinning FallWinning"
12281,gerad437,#FF69B4,"martoLestonks martoLestonks martoLestonks martoLestonks"
12281,arova0,#008000,"kleagueQueensLogo kleaguePorcinos"
12281,alan_27120,,"SeemsGood"
12282,sonnyc28,,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12282,alepi93,#FF7F50,"acheNa acheNa acheNa acheNa acheNa acheNa"
12282,anildo_angelo,#00FF7F,"LUL LUL"
12283,ivancruck104,#FF0000,"LUL"
12283,brandon10gurrola,,"kleagueLogo"
12284,bbzbdj,,"LUL LUL LUL LUL LUL HeyGuys"
12284,anghy_zb,#FF69B4,"LUL LUL"
12284,jessenick_,#000000,"jessen6Doggy jessen6Doggy jessen6Doggy jessen6Doggy jessen6Doggy jessen6Doggy"
12284,ovzjesus,,"Keepo Keepo Keepo Keepo Keepo Keepo Keepo Keepo Keepo"
12284,carlossosa23,#5F9EA0,"LUL LUL LUL"
12285,joel_1994_,#5F9EA0,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12285,arantxa19200812,,"kleagueEscudo"
12285,panditacrack__,#FF0000,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12285,yaco_05,#20DED3,"ibaiQuePasaCrack1 ibaiQuePasaCrack2 ibaiQuePasaCrack3"
12285,sebaagonza,#DAA520,"mrteshTITLE mrteshTITLE mrteshTITLE mrteshTITLE mrteshTITLE"
12285,xmonket,#8A2BE2,"ryuxBailesito ryuxBailesito ryuxBailesito ryuxBailesito ryuxBailesito"
12286,mausajoshuar,,"FBtouchdown"
12287,isabella029_,#1E90FF,"kleaguePorcinos kleaguePorcinos kleaguePorcinos kleaguePorcinos kleaguePorcinos kleaguePorcinos kleaguePorcinos"
12287,swagerhjx_58,,"FootBall"
12288,andresitokd,,"kleagueEscudo kleagueEscudo"
12288,val_blake,#FF69B4,"juanddRage juanddRage juanddRage"
12288,jorandro_,#FF69B4,"ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino"
12289,ren4toalonso,#8A2BE2,"InuyoFace InuyoFace InuyoFace"
12290,tkt179,,"BlackLivesMatter BlackLivesMatter BlackLivesMatter BlackLivesMatter BlackLivesMatter"
12290,enriquet92,,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12291,rbpdamian,,"kleagueLogo Squid1 Squid2 Squid3 Squid2 Squid4 kleagueLogo"
12291,mai_aaguiree,,"kleagueLogo kleagueLogo kleagueLogo"
12291,hipopoamo5,#FF0000,"ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC"
12291,estebannp010,,"LUL LUL LUL LUL LUL LUL LUL LUL LUL"
12292,mountainbcn,#DE6565,"LUL LUL LUL LUL LUL LUL LUL LUL"
12292,xxrod4xx,,"Jebasted Jebasted Jebasted Jebasted Jebasted Jebasted Jebasted Jebasted Jebasted"
12292,markelito_97,#FF69B4,"kleagueEscudo kleagueLogo kleagueQueensLogo"
12293,laura1w,,"BrokeBack"
12293,sasukewr,#FF0000,"TehePelo TehePelo"
12294,villeeegaass,,"kleagueLogo kleagueEscudo kleagueQueensLogo"
12294,arnaugil1,#FFD200,"jijantesfcGironafc jijantesfcGironafc jijantesfcGironafc"
12295,carvafx,#0000FF,"MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid"
12295,joalvigon,#FF0000,"jijantesfcFumadeta jijantesfcFumadeta"
12295,ghost_of_anubis,#DAA520,"PridePenguin PridePenguin PridePenguin PridePenguin <3"
12295,nicsrod,#9ACD32,"alesneGOL alesneGOL alesneGOL"
12295,couste123,,"LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL"
12296,f13vielma,#0000FF,"elmarianaZA elmarianaZA elmarianaZA elmarianaZA elmarianaZA elmarianaZA"
12296,lul_joshua001,#0000FF,"kleagueOPA kleagueOPA kleagueOPA kleagueOPA kleagueOPA"
12296,crisgdm,,"FootYellow FootYellow FootYellow FootYellow"
12296,gabrieladrianv,#FF0000,"ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC"
12298,geniussss_,,"<3 <3"
12298,lifelines_,#D2691E,"ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino"
12298,andres25287,#FF4500,"albinnCry albinnCry albinnCry"
12299,metacho_616,#8A2BE2,"emikukisDj emikukisDj emikukisDj"
12299,frailan01,,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12299,pedroito2727,,"Kappa Kappa Kappa"
12300,pablobg35,,"kleagueLogo kleagueLogo"
12300,mati_berre,#1E90FF,"kleagueEscudo"
12300,tonii9999,#FF69B4,"ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando"
12300,adriferpe,,"Lechonk Lechonk Lechonk Lechonk Lechonk Lechonk"
12301,thesant27,#FF0000,":D :D :D"
12303,liagilme,#9ACD32,"SeemsGood SeemsGood SeemsGood"
12304,ruben20066,#00FF7F,"kleaguePeepoXbuyers kleaguePeepoXbuyers kleaguePeepoXbuyers kleaguePeepoXbuyers kleaguePeepoXbuyers kleaguePeepoXbuyers kleaguePeepoXbuyers kleaguePeepoXbuyers kleaguePeepoXbuyers kleaguePeepoXbuyers kleaguePeepoXbuyers kleaguePeepoXbuyers"
12305,moobot,#54BC75," kleagueLogo CAMISETAS OFICIALES EN: https://store.kingsleague.pro"
12306,pedritoguirado,#008000,"jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface jijantesfcRatface"
12307,xmonket,#8A2BE2,"auronCdance"
12308,navilcast,,"SeemsGood SeemsGood SeemsGood"
12309,alan_27120,,"imGlitch"
12310,izaspro,#FF0000,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12310,alepi93,#FF7F50,"acheRata acheRata acheRata acheRata polispCries polispCries HypeCheer HypeCheer ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino"
12311,joelsoler_12,,"Jebasted"
12312,iker21brutus,#8A2BE2,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12313,markelito_97,#FF69B4,"TransgenderPride GayPride"
12313,izaan_1,,"BibleThump"
12315,medinah99,#008000,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12315,maoh1104,#FF69B4,"ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino ibaiPeeporcino"
12315,montu74,,"FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow BOP BOP BOP BOP BOP BOP BOP BOP BOP BOP BOP BOP FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow"
12316,aminelb05,,"ModLove ModLove ModLove ModLove ModLove ModLove ModLove ModLove"
12317,nayaynela,,"kleagueEscudo kleagueLogo kleagueQueensLogo kleagueQueensLogo"
12320,jojose2,,"kleagueLogo kleagueLogo"
12321,nahuelgauna,#FF0000,"LUL LUL LUL"
12321,enriquet92,,"FootBall FootBall FootBall FootBall FootBall"
12321,oskarrml,,"2020Snacking"
12321,paucm_21,,"jijantesfcESCUDO jijantesfcESCUDO jijantesfcESCUDO jijantesfcESCUDO"
12322,caudillogetta,#6F45B8,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12323,matugg,#00FF7F,"la parada alberto bueno en el 1v1 que fue?"
12323,crisgdm,,"SSSsss SSSsss SSSsss"
12323,estebannp010,,"Lechonk Lechonk Lechonk Lechonk Lechonk Lechonk Lechonk"
12324,alesssander15,#FF69B4,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12325,moobot,#54BC75," En simyo encuentras siempre la tarifa que necesitas. Fibra300+Móvil 40GB por solo 35,99€, y si quieres más gigas pues ponle 100GB y si quieres más fibra pues ponle 500Mbps. También puedes añadir líneas adicionales a tu aire desde 3€. Así, sí: https://bit.ly/3WJHXPl"
12325,daviidgs06,,"BibleThump BibleThump BibleThump"
12326,cigar_sc,#FF69B4,"kleagueLogo kleagueLogo kleagueLogo"
12327,carlota_1308,,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12327,loki_2283,#3B0FFF,"HypeEvil HypeEvil HypeEvil"
12328,gbry01rtq,,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12329,isaietes,#0000FF,"kleaguePeepoPorcinos kleaguePeepoPorcinos kleaguePeepoPorcinos"
12329,mirrus5017,,"kleagueLogo"
12329,plata46,#9ACD32,"ibaiOzuna"
12329,seergiouree,,"kleagueEscudo"
12330,portatu,#FF4500,"HypeLurk"
12330,pitineke,,"HeyGuys HeyGuys"
12332,alex13_3,,"SeemsGood"
12333,claudiavald,,"CoolCat CurseLit"
12334,oskarcali,#8A2BE2,"oskarcali subscribed with Prime. "
12337,izaan_1,,"kleagueEscudo"
12341,adria_12_233,,"kleagueLogo kleagueLogo"
12341,charbel2831,,"MrDestructoid"
12341,moobot,#54BC75," ENTRA EN EL TWITTER DE GREFUSA Y GANA LOTAZOS: https://twitter.com/grefusa"
12343,christiansaez_,#FF69B4,"LUL"
12344,nxrt777,,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12345,dekxy7,#00FF7F,"dekxy7 subscribed with Prime. They've subscribed for 3 months, currently on a 3 month streak! "
12345,datzillawr,#8A2BE2,"kleagueEscudo"
12346,xjonyd,#FF0000,"<3"
12346,dani_garcia_1,,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12347,arova0,#008000,"kleagueKun kleagueKun kleagueKun"
12351,cesarpalacios0114,,"oqueioDescabellado"
12353,kickmoz,,"kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio kleaguePio kleaguePio kleaguePio kleaguePio kleagueRivers kleagueRivers kleagueRivers kleagueRivers"
12360,maoh1104,#FF69B4,"ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando ibaiLando"
12361,tobylexz,,"kleagueEscudo"
12362,izaan_1,,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12365,kini06_,,"kleagueEscudo kleagueLogo kleagueQueensLogo"
12365,moobot,#54BC75," kleagueLogo CAMISETAS OFICIALES EN: https://store.kingsleague.pro"
12366,miguel_gtz_als,,"kleagueEscudo kleagueEscudo kleagueQueensLogo kleagueQueensLogo kleagueQueensLogo kleagueEscudo kleagueEscudo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12367,laertes_5,#0000FF,"kleagueKun kleagueKun kleagueKun"
12369,luisthebaymax,,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12370,matiud33,#FF0000,"TwitchUnity TwitchUnity TwitchUnity TwitchUnity"
12372,psc210,,"kleagueLogo kleagueLogo kleagueLogo"
12374,akyrita,,"FallWinning FallWinning FallWinning"
12375,xjonyd,#FF0000,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12375,moobot,#54BC75," Toda la información de la Kings League InfoJobs en: https://kingsleague.pro"
12375,cesarpalacios0114,,"oqueioDescabellado oqueioDescabellado oqueioDescabellado"
12376,strawvvi,#0000FF,"kleague1k kleague1k kleague1k kleague1k"
12376,chiorod1517,,"BibleThump BibleThump BibleThump BibleThump"
12377,nelsonlopez8r,,"kleagueEscudo kleagueQueensLogo kleagueEscudo kleagueLogo kleagueQueensLogo kleagueEscudo kleagueLogo kleagueQueensLogo"
12378,thelordmusiala,#2E8B57,"SeriousSloth SeriousSloth SeriousSloth SeriousSloth SeriousSloth SeriousSloth"
12379,pedritoguirado,#008000,"LUL LUL LUL LUL LUL LUL LUL LUL"
12379,es_tefoo,,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12381,joseciordia,,"kleagueOPA kleagueOPA kleagueOPA kleagueOPA kleagueOPA"
12384,picatostero,#B22222,"LUL LUL LUL LUL LUL LUL"
12384,itzmadara1,#1E90FF,"LUL LUL LUL LUL"
12385,xoland_,#FF0000,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12385,bnz_17_twich,,"kleagueEscudo kleagueLogo kleagueQueensLogo"
12385,leosebastian666,#FF0000,"WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace"
12388,liuleebox,#00FF7F,"contrerasElbarrio contrerasElbarrio contrerasElbarrio contrerasElbarrio contrerasElbarrio"
12388,quinovasquez22,,"kleagueQueensLogo kleagueQueensLogo"
12388,moobot,#54BC75," Simyo es más fácil que tener a un cactus por mascota. Tú haces tu propia tarifa: solo fibra, solo móvil o ambos, de prepago o de contrato, añades líneas adicionales, pones límites de consumo… Así, sí: https://bit.ly/3WJHXPl"
12388,ange_027,#00FF7F,"kleagueLogo kleagueQueensLogo kleagueLogo kleagueQueensLogo kleagueLogo kleagueQueensLogo"
12389,theadriest,#1E90FF,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12391,kini06_,,"ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC"
12394,jalindro135,,"jalindro135 subscribed with Prime. "
12396,arova0,#008000,"juanddEscudo kleagueAniquiladores kleagueAniquiladores juanddEscudo kleagueAniquiladores"
12396,pablosep159zaza_gg,#B22222,"rivers41Pio rivers41Pio rivers41Pio rivers41Pio rivers41Pio rivers41Pio rivers41Pio rivers41Pio"
12396,08grizi808,,"kleagueLogo"
12396,nahuelgauna,#FF0000,"LUL LUL LUL LUL LUL"
12396,jluis15_,,"kleagueQueensLogo kleagueQueensLogo kleagueQueensLogo kleagueQueensLogo"
12397,calletti04,,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12398,nassario99,,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12399,samuelr_99,#DAA520,"samuel267Squalorotatore samuel267Squalorotatore"
12400,christiansaez_,#FF69B4,"kleagueEscudo"
12400,yessicagareca,,"LUL"
12401,thecharlyyt11,#FF0000,"auronCumbia auronCumbia auronCumbia"
12401,akyrita,,"Lechonk Lechonk Lechonk Lechonk"
12401,moobot,#54BC75,"40 minutti sin pedir McDe3livery son molto longo. Pide ahora."
12402,xx_aitor_xxx,#8A2BE2,"rickyeditRICOS rickyeditRICOS rickyeditRICOS rickyeditRICOS rickyeditRICOS rickyeditRICOS"
12403,pablolg_,#D2691E,"kleagueQueensLogo kleagueQueensLogo kleagueQueensLogo kleagueQueensLogo kleagueQueensLogo kleagueQueensLogo kleagueQueensLogo"
12407,carlos03145,,"FootYellow FootYellow FootYellow FootYellow FootYellow FootYellow"
12407,pbouso,#1E90FF,"kleagueIkercasillas kleagueIkercasillas kleagueIkercasillas kleagueIkercasillas kleagueIkercasillas kleagueIkercasillas kleagueIkercasillas"
12407,cesarpalacios0114,,"HeyGuys"
12408,mateolodri,#008000,"HeyGuys"
12408,jebega2,,"BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish BigPhish"
12409,fernandoahs,#B22222,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12410,jazmingry,#5F9EA0,"polote2Polxxoooo polote2Polxxoooo"
12411,xsft2730,,"BegWan BegWan BegWan BegWan BegWan BegWan BegWan"
12411,matiud33,#FF0000,"<3 <3 <3 <3 <3 <3 <3 kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo PogChamp FootGoal FootGoal FootGoal FootGoal FootGoal"
12413,joseciordia,,"kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio  kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio"
12414,f13vielma,#0000FF,"elmariana1 elmariana1 elmariana1 elmariana1 elmariana2 elmariana2 elmariana2 elmariana2"
12415,stephaniesinlae,#FF69B4,"polote2Polxxoooo polote2Polxxoooo polote2Polxxoooo polote2Polxxoooo polote2Polxxoooo polote2Polxxoooo polote2Polxxoooo polote2Polxxoooo polote2Polxxoooo"
12416,kickmoz,,"kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio kleaguePeepoPio"
12416,josecarloos10,#8A2BE2,"kleagueLogo kleagueEscudo kleagueLogo kleagueEscudo kleagueLogo kleagueEscudo"
12416,miguelzap321,,"kleagueLogo kleagueLogo kleagueLogo"
12417,aimardss,#FF7F50,"SeemsGood"
12418,fredyh33,#FF0000,"kleagueQueensLogo kleagueQueensLogo kleagueQueensLogo kleagueQueensLogo"
12418,cristian178191,#0000FF,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12420,komeaves,,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12421,rimbombant3,#FF69B4,"laulalDelocos"
12421,xxbenja518xx,#FF4500,"LionOfYara LionOfYara LionOfYara LionOfYara LionOfYara"
12421,ivir0driguez7,,"ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC ibaiPorcinosFC"
12422,loki_2283,#3B0FFF,"kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio kleaguePeepoElbarrio"
12422,susususususuuuuuuuu,,"kleagueLogo kleagueLogo TwitchUnity"
12423,jane_wicked,,"kleagueArma kleagueArma"
12423,rsroyality5,#00FF7F,"kleague1k kleague1k kleague1k kleague1k"
12424,xx_aitor_xxx,#8A2BE2,"rickyeditBAN"
12424,langostafgg_kui,#0000FF,"alanku1Confi alanku1Confi alanku1Confi alanku1Confi alanku1Confi alanku1Confi"
12425,mati_berre,#1E90FF,"kleagueEscudo"
12425,judai0205,#1E90FF,"kneTercero kneMundo"
12425,moobot,#54BC75," kleagueLogo CAMISETAS OFICIALES EN: https://store.kingsleague.pro"
12426,leosebastian666,#FF0000,"WutFace WutFace WutFace WutFace WutFace WutFace WutFace"
12426,arova0,#008000,"kleagueOPA kleagueOPA kleagueOPA"
12428,byevairal,,"ImTyping ImTyping"
12428,xd213424,#9ACD32,"kleagueQueensLogo kleagueQueensLogo"
12428,luisthebaymax,,"BrokeBack"
12429,steven02052018,#53FE00,"kleagueEscudo kleagueEscudo kleagueEscudo"
12431,liuleebox,#00FF7F,"kleagueElbarrio kleagueElbarrio kleagueElbarrio kleagueElbarrio kleagueElbarrio"
12431,strawvvi,#0000FF,"kleague1k kleague1k kleague1k kleague1k"
12433,elpepazos69,,"VoHiYo VoHiYo VoHiYo VoHiYo"
12437,andre23gt,#FF0000,"Dale 1K sal a el fútbol"
12437,deivinssj,,"Quien ya jugo hoy?"
12438,moobot,#54BC75," kleagueQueensLogo Twitter: https://twitter.com/QueensLeague | Instagram: https://www.instagram.com/queensleague | TikTok: https://www.tiktok.com/@queensleague | YouTube: https://www.youtube.com/@KingsLeagueOfficial"
12438,cristian178191,#0000FF,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo"
12438,brunooo543,,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueLog"
12439,matieldelmadrid1234,,"! resultados"
12439,nikole_898,,"kleagueLogo"
12439,stephaniesinlae,#FF69B4,"polote2Partypolxxo polote2Carbono polote2Polxxoooo blanco49Vacilon"
12440,carlost_33_,#8A2BE2,"!resultados"
12440,moobot,#54BC75,"@carlost_33_ Todos los resultados en: https://kingsleague.pro y https://queensleague.pro"
12444,vp3co,#FFFF00,"!horario"
12444,tobal_art,#1FFF12,"grande paloteli"
12445,legendariollo,,"NANCLARES"
12445,magitriay10,,"FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall FootBall"
12446,fatuxx,#FF0000,"ke paha polo"
12446,thelordmusiala,#2E8B57,"Kappa KappaRoss Kappa KappaRoss"
12446,miguelhollan,#FF0000,"Nanclares"
12447,f3r183,,"Pau Fer esa no es tu casaa"
12447,eliaxprox123,#FF0000,"kleagueLogo kleagueLogo kleagueLogo"
12447,coraal_snchz,#B22222,"kleagueEscudo kleagueEscudo"
12448,justferco,#1E90FF,"Hola"
12448,demasiadogrande,#1E90FF,"hehe"
12448,frediank,#1E90FF,"Polo"
12448,moobot,#54BC75," Dale a seguir a nuestra playlist: https://spotify.link/Spotify-UltimateMostoles"
12449,rsroyality5,#00FF7F,"kleagueLogo kleagueLogo kleagueLogo kleagueLogo kleagueEscudo kleagueEscudo kleagueEscudo"
12450,jonathanrp2014,,"Los demás partidos me la pela jijantesfcJI jijantesfcJAN jijantesfcTE jijantesfcJI jijantesfcJAN jijantesfcTE jijantesfcHAKA jijantesfcHAKA jijantesfcHAKA"
12450,jaimeraigon,#00FF7F,"jej"
12450,nnnataiia,,"dale polooo"
12451,byevairal,,"kleagueQueensLogo"
12451,joseciordia,,"kleagueAmarilla kleagueAmarilla kleagueAmarilla kleagueAmarilla kleagueAmarilla kleagueAmarilla kleagueAmarilla kleagueAmarilla kleagueAmarilla kleagueAmarilla"
12451,ivan303050,#D2691E,"!horario"
12451,luispurofut0099,,"kleagueElbarrio kleagueElbarrio kleagueElbarrio kleagueElbarrio kleagueElbarrio"
12451,mario_cule10,,"como vas a botar a 1k"
12451,milanesaby2002,,"1k"
12452,alvarodsa,,"grande poloteli"
12452,octi_199,,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12452,miniruni,#FF0000,"MiniRuni subscribed with Prime. "
12452,xxbenja518xx,#FF4500,"Que gano resien?"
12453,adambernal14,,"Meneo de Porcinossss"
12453,claudio0474,#0000FF,"!horariokings"
12453,moobot,#54BC75,"@claudio0474 Horarios de la 4ª jornada de la Kings League InfoJobs: 16h: kleagueXbuyer vs. kleaguePio | 17h: kleagueJijantes vs. kleagueLostroncos | 18h: kleagueUltimatemostoles vs. kleaguePorcinos | 19h: kleagueElbarrio vs. kleague1k | 20h: kleagueRayodebarcelona vs. kleagueSaiyans | 21h: kleagueKunisports vs. kleagueAniquiladores"
12455,grey1one,#FF00FB,"grande polo!"
12455,fattyfat0,,"me guuusta polotelli en el bar"
12456,bruce_dickinson,,"Poloteli no esta jugando??"
12456,larry_molnabo,#FF4500,"polote2Polxxoooo polote2Polxxoooo polote2Polxxoooo polote2Polxxoooo polote2Polxxoooo"
12456,muniyh95,,"Grande poloteli"
12456,saceleo,#5F9EA0,"jeje"
12457,matiud33,#FF0000,"el barrio aleonda aleoanda vamoo barriooooooooooooo"
12458,josuath_g505,#00FF7F,"Grande el Polo!!!!"
12458,supinshimare,,"kleague1k kleague1k kleague1k kleague1k"
12459,waitero,#1E90FF,"polo chivatoo"
12459,kirytopro,#FF7F50,"MADRID VS MADRID"
12459,daniel_2021ff,,"kleagueEscudo kleagueEscudo kleagueEscudo kleagueEscudo"
12460,emersonchambi1,#00FF7F,"DALEEE1 KKKK"
12460,shur2804,,"Poloteliiiii"
12461,leosebastian666,#FF0000,"Saquen a ese RAMDOM del.bar moe"
12461,asfglakashla,#0000FF,"Ostia no habia visto a Polosex"
12461,moobot,#54BC75,"Lo mejor para el final: McDelivery. Pide el nuevo pack en Uber Eats"
12462,micoud24,#FF7F50,"POLICE POLICE"
12464,pittttt09,#FF4500,"polote2Poloface1 polote2Poloface1 polote2Poloface1 polote2Poloface1"
12464,arova0,#008000,"kleagueIkercasillas kleagueAdricontreras"
12465,benito0x0,#8A2BE2,"que paha poloo"
12465,trulpac,#008000,"Polo enchufao"
12465,elmaje01,#0000FF,"!resultados"
12465,sebas_tiano2001,#1E90FF,"el partido de guti es una locura"
12465,moobot,#54BC75,"@elmaje01 Todos los resultados en: https://kingsleague.pro y https://queensleague.pro"
